Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Description,Environment,Watchers,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Outward issue link (Blocks),Outward issue link (Cloners),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Attachment,Attachment,Custom field (Actual end),Custom field (Actual start),Custom field (Change reason),Custom field (Change risk),Custom field (Change type),Custom field (Development),Custom field (Epic Color),Custom field (Epic Link),Custom field (Epic Name),Custom field (Epic Status),Custom field (Impact),Custom field (Issue color),Custom field (Rank),Custom field (Request Type),Sprint,Custom field (Start date),Custom field (Story Points),Custom field (Story point estimate),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field ([CHART] Date of First Response),Status Category
"Verify with alphanumeric characters in the ""Campaign description"" text field",RET-48,10047,Test,Done,RET,Retail,software,Madhu Agarwal,612ef8b16a4c09006a9fe980,,Medium,Done,Madhu Agarwal,612ef8b16a4c09006a9fe980,Madhu Agarwal,612ef8b16a4c09006a9fe980,Madhu Agarwal,612ef8b16a4c09006a9fe980,03/Sep/21 4:38 PM,03/Sep/21 5:06 PM,09/Sep/21 10:28 AM,03/Sep/21 5:06 PM,,0,,,Madhu Agarwal,612ef8b16a4c09006a9fe980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000a7:,,RET Sprint 1,,,,,,,,Done
"Verify after clicking ""Add"" there is a text field to add ""Campaign description"" in the Marketing tracking list",RET-47,10046,Test,Done,RET,Retail,software,Madhu Agarwal,612ef8b16a4c09006a9fe980,,Medium,Done,Madhu Agarwal,612ef8b16a4c09006a9fe980,Madhu Agarwal,612ef8b16a4c09006a9fe980,Madhu Agarwal,612ef8b16a4c09006a9fe980,03/Sep/21 4:10 PM,03/Sep/21 4:25 PM,08/Sep/21 10:44 AM,03/Sep/21 4:25 PM,,0,,,Madhu Agarwal,612ef8b16a4c09006a9fe980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i0009z:,,RET Sprint 1,,,,,,,,Done
"Verify with 33 characters in the ""Campaign name"" text field",RET-46,10045,Test,Done,RET,Retail,software,Madhu Agarwal,612ef8b16a4c09006a9fe980,,Medium,Done,Madhu Agarwal,612ef8b16a4c09006a9fe980,Madhu Agarwal,612ef8b16a4c09006a9fe980,Madhu Agarwal,612ef8b16a4c09006a9fe980,03/Sep/21 3:56 PM,06/Sep/21 11:36 AM,09/Sep/21 10:28 AM,03/Sep/21 3:59 PM,,0,,,Madhu Agarwal,612ef8b16a4c09006a9fe980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i0009r:,,RET Sprint 1,,,,,,,,Done
"""Campaign name"" text field is accepting blank space",RET-45,10044,Bug,To Do,RET,Retail,software,Madhu Agarwal,612ef8b16a4c09006a9fe980,,Medium,,Madhu Agarwal,612ef8b16a4c09006a9fe980,Madhu Agarwal,612ef8b16a4c09006a9fe980,Madhu Agarwal,612ef8b16a4c09006a9fe980,03/Sep/21 3:26 PM,08/Sep/21 12:58 PM,07/Sep/21 2:22 PM,,,0,"Steps to reproduce:

# Navigate to the marketing page
# Click on “Add” 
# Enter  blank space in ""Campaign name"" field 

Expected result:

""Campaign name"" field should not accept only blank space

Actual result:

""Campaign name"" field is accepting only blank space



!image-20210907-085347.png|width=100%!",,Madhu Agarwal,612ef8b16a4c09006a9fe980,,,,,,,,,,,RET-44,,,,,,,,,,,,,,,,,,,,,,,,,,,07/Sep/21 2:23 PM;ug:32f39ca6-1311-426d-9f47-e408dc649987;image-20210907-085347.png;https://retailcorporate.atlassian.net/secure/attachment/10013/image-20210907-085347.png,,,,,,,{},,,,,,,0|i0007n:,,RET Sprint 1,,,,,,,,To Do
"Verify with blank space in the ""Campaign name"" text field",RET-44,10043,Test,Blocked,RET,Retail,software,Madhu Agarwal,612ef8b16a4c09006a9fe980,,Medium,,Madhu Agarwal,612ef8b16a4c09006a9fe980,Madhu Agarwal,612ef8b16a4c09006a9fe980,Madhu Agarwal,612ef8b16a4c09006a9fe980,03/Sep/21 3:22 PM,08/Sep/21 12:58 PM,08/Sep/21 12:57 PM,,,0,,,Madhu Agarwal,612ef8b16a4c09006a9fe980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i0009b:,,RET Sprint 1,,,,,,,,In Progress
"Verify with special characters in the ""Campaign name"" text field",RET-43,10042,Test,Done,RET,Retail,software,Madhu Agarwal,612ef8b16a4c09006a9fe980,,Medium,Done,Madhu Agarwal,612ef8b16a4c09006a9fe980,Madhu Agarwal,612ef8b16a4c09006a9fe980,Madhu Agarwal,612ef8b16a4c09006a9fe980,03/Sep/21 2:48 PM,06/Sep/21 10:52 AM,09/Sep/21 10:28 AM,03/Sep/21 3:08 PM,,0,,,Madhu Agarwal,612ef8b16a4c09006a9fe980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i00093:,,RET Sprint 1,,,,,,,,Done
"Verify with alphanumeric characters in the ""Campaign name"" text field",RET-42,10041,Test,Done,RET,Retail,software,Madhu Agarwal,612ef8b16a4c09006a9fe980,,Medium,Done,Madhu Agarwal,612ef8b16a4c09006a9fe980,Madhu Agarwal,612ef8b16a4c09006a9fe980,Madhu Agarwal,612ef8b16a4c09006a9fe980,03/Sep/21 2:38 PM,08/Sep/21 10:42 AM,08/Sep/21 10:41 AM,03/Sep/21 2:47 PM,,0,,,Madhu Agarwal,612ef8b16a4c09006a9fe980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i0008v:,,RET Sprint 1,,,,,,,,Done
"Verify after clicking ""Add"" there is a text field to add ""Campaign name"" in the Marketing tracking list",RET-41,10040,Test,Done,RET,Retail,software,Madhu Agarwal,612ef8b16a4c09006a9fe980,,Medium,Done,Madhu Agarwal,612ef8b16a4c09006a9fe980,Madhu Agarwal,612ef8b16a4c09006a9fe980,Madhu Agarwal,612ef8b16a4c09006a9fe980,03/Sep/21 2:27 PM,08/Sep/21 10:39 AM,08/Sep/21 10:38 AM,03/Sep/21 2:31 PM,,0,,,Madhu Agarwal,612ef8b16a4c09006a9fe980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i0008n:,,RET Sprint 1,,,,,,,,Done
Validate after modification in the fields that is reflected in the list,RET-40,10039,Test,Done,RET,Retail,software,Madhu Agarwal,612ef8b16a4c09006a9fe980,,Medium,Done,Madhu Agarwal,612ef8b16a4c09006a9fe980,Madhu Agarwal,612ef8b16a4c09006a9fe980,Madhu Agarwal,612ef8b16a4c09006a9fe980,03/Sep/21 12:48 PM,03/Sep/21 12:57 PM,09/Sep/21 10:28 AM,03/Sep/21 12:57 PM,,0,,,Madhu Agarwal,612ef8b16a4c09006a9fe980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i0008f:,,RET Sprint 1,,,,,,,,Done
"Verify by clicking on ""Edit"" option and check whether it directs you to ""Edit marketing Tracking"" page",RET-39,10038,Test,Done,RET,Retail,software,Madhu Agarwal,612ef8b16a4c09006a9fe980,,Medium,Done,Madhu Agarwal,612ef8b16a4c09006a9fe980,Madhu Agarwal,612ef8b16a4c09006a9fe980,Madhu Agarwal,612ef8b16a4c09006a9fe980,03/Sep/21 12:18 PM,03/Sep/21 12:21 PM,09/Sep/21 10:28 AM,03/Sep/21 12:21 PM,,0,,,Madhu Agarwal,612ef8b16a4c09006a9fe980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i00087:,,RET Sprint 1,,,,,,,,Done
"Validate ""Edit"" in the 'Action' column of marketing tracking page",RET-38,10037,Test,Done,RET,Retail,software,Madhu Agarwal,612ef8b16a4c09006a9fe980,,Medium,Done,Madhu Agarwal,612ef8b16a4c09006a9fe980,Madhu Agarwal,612ef8b16a4c09006a9fe980,Madhu Agarwal,612ef8b16a4c09006a9fe980,03/Sep/21 12:12 PM,03/Sep/21 12:49 PM,09/Sep/21 10:28 AM,03/Sep/21 12:14 PM,,0,,,Madhu Agarwal,612ef8b16a4c09006a9fe980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i0007z:,,RET Sprint 1,,,,,,,,Done
Verify by entering data not present in the database list,RET-37,10036,Test,Done,RET,Retail,software,Madhu Agarwal,612ef8b16a4c09006a9fe980,,Medium,Done,Madhu Agarwal,612ef8b16a4c09006a9fe980,Madhu Agarwal,612ef8b16a4c09006a9fe980,Madhu Agarwal,612ef8b16a4c09006a9fe980,03/Sep/21 12:03 PM,03/Sep/21 12:06 PM,09/Sep/21 10:28 AM,03/Sep/21 12:06 PM,,0,,,Madhu Agarwal,612ef8b16a4c09006a9fe980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i0007r:,,RET Sprint 1,,,,,,,,Done
"Verify by entering data present in the database list and click on ""Filter""",RET-36,10035,Test,Done,RET,Retail,software,Madhu Agarwal,612ef8b16a4c09006a9fe980,,Medium,Done,Madhu Agarwal,612ef8b16a4c09006a9fe980,Madhu Agarwal,612ef8b16a4c09006a9fe980,Madhu Agarwal,612ef8b16a4c09006a9fe980,03/Sep/21 11:17 AM,03/Sep/21 12:03 PM,09/Sep/21 10:28 AM,03/Sep/21 12:03 PM,,0,,,Madhu Agarwal,612ef8b16a4c09006a9fe980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i0007j:,,RET Sprint 1,,,,,,,,Done
"Verify by clicking on ""Filter"" and check whether after clicking all the data is listed",RET-35,10034,Test,Done,RET,Retail,software,Madhu Agarwal,612ef8b16a4c09006a9fe980,,Medium,Done,Madhu Agarwal,612ef8b16a4c09006a9fe980,Madhu Agarwal,612ef8b16a4c09006a9fe980,Madhu Agarwal,612ef8b16a4c09006a9fe980,03/Sep/21 11:04 AM,03/Sep/21 11:17 AM,09/Sep/21 10:28 AM,03/Sep/21 11:13 AM,,0,,,Madhu Agarwal,612ef8b16a4c09006a9fe980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i0007b:,,RET Sprint 1,,,,,,,,Done
"Validate ""Filter"" option in the marketing tracking page",RET-34,10033,Test,Done,RET,Retail,software,Madhu Agarwal,612ef8b16a4c09006a9fe980,,Medium,Done,Madhu Agarwal,612ef8b16a4c09006a9fe980,Madhu Agarwal,612ef8b16a4c09006a9fe980,Madhu Agarwal,612ef8b16a4c09006a9fe980,03/Sep/21 10:42 AM,03/Sep/21 12:11 PM,09/Sep/21 10:28 AM,03/Sep/21 12:11 PM,,0,,,Madhu Agarwal,612ef8b16a4c09006a9fe980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i00073:,,RET Sprint 1,,,,,,,,Done
Verify that successful modification message is shown in the page after adding data,RET-33,10032,Test,Done,RET,Retail,software,Madhu Agarwal,612ef8b16a4c09006a9fe980,,Medium,Done,Madhu Agarwal,612ef8b16a4c09006a9fe980,Madhu Agarwal,612ef8b16a4c09006a9fe980,Madhu Agarwal,612ef8b16a4c09006a9fe980,03/Sep/21 10:09 AM,08/Sep/21 10:37 AM,08/Sep/21 10:35 AM,03/Sep/21 10:11 AM,,0,,,Madhu Agarwal,612ef8b16a4c09006a9fe980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i0006v:,,RET Sprint 1,,,,,,,,Done
Verify that successful alteration message is shown in the page,RET-32,10031,Test,Done,RET,Retail,software,Madhu Agarwal,612ef8b16a4c09006a9fe980,,Medium,Done,Madhu Agarwal,612ef8b16a4c09006a9fe980,Madhu Agarwal,612ef8b16a4c09006a9fe980,Madhu Agarwal,612ef8b16a4c09006a9fe980,03/Sep/21 10:07 AM,03/Sep/21 10:10 AM,09/Sep/21 10:28 AM,03/Sep/21 10:08 AM,,0,,,Madhu Agarwal,612ef8b16a4c09006a9fe980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i0006n:,,RET Sprint 1,,,,,,,,Done
Verify that there is a reassurance pop up box which asks that whether admin is sure he wants to delete data,RET-31,10030,Test,Done,RET,Retail,software,Madhu Agarwal,612ef8b16a4c09006a9fe980,,Medium,Done,Madhu Agarwal,612ef8b16a4c09006a9fe980,Madhu Agarwal,612ef8b16a4c09006a9fe980,Madhu Agarwal,612ef8b16a4c09006a9fe980,03/Sep/21 9:57 AM,03/Sep/21 10:07 AM,09/Sep/21 10:28 AM,03/Sep/21 10:06 AM,,0,,,Madhu Agarwal,612ef8b16a4c09006a9fe980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i0006f:,,RET Sprint 1,,,,,,,,Done
"Verify by clicking on ""Delete"" and check whether after clicking it deletes the selected Campaign",RET-30,10029,Test,Done,RET,Retail,software,Madhu Agarwal,612ef8b16a4c09006a9fe980,,Medium,Done,Madhu Agarwal,612ef8b16a4c09006a9fe980,Madhu Agarwal,612ef8b16a4c09006a9fe980,Madhu Agarwal,612ef8b16a4c09006a9fe980,03/Sep/21 9:46 AM,06/Sep/21 2:27 PM,06/Sep/21 2:25 PM,03/Sep/21 9:51 AM,,0,,,Madhu Agarwal,612ef8b16a4c09006a9fe980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i00067:,,RET Sprint 1,,,,,,,,Done
"Validate ""Delete"" icon in the marketing tracking page",RET-29,10028,Test,Done,RET,Retail,software,Madhu Agarwal,612ef8b16a4c09006a9fe980,,Medium,Done,Madhu Agarwal,612ef8b16a4c09006a9fe980,Madhu Agarwal,612ef8b16a4c09006a9fe980,Madhu Agarwal,612ef8b16a4c09006a9fe980,03/Sep/21 9:36 AM,03/Sep/21 10:43 AM,09/Sep/21 10:28 AM,03/Sep/21 9:44 AM,,0,,,Madhu Agarwal,612ef8b16a4c09006a9fe980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i0005z:,,RET Sprint 1,,,,,,,,Done
"Validate ""Add button"" icon in the marketing tracking page",RET-28,10027,Test,Done,RET,Retail,software,Madhu Agarwal,612ef8b16a4c09006a9fe980,,Medium,Done,Madhu Agarwal,612ef8b16a4c09006a9fe980,Madhu Agarwal,612ef8b16a4c09006a9fe980,Madhu Agarwal,612ef8b16a4c09006a9fe980,03/Sep/21 9:31 AM,03/Sep/21 12:12 PM,09/Sep/21 10:28 AM,03/Sep/21 9:34 AM,,0,,,Madhu Agarwal,612ef8b16a4c09006a9fe980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i0005r:,,RET Sprint 1,,,,,,,,Done
"Verify by clicking on ""add button"" icon and check whether after clicking it directs you to ""Add marketing Tracking"" page",RET-27,10026,Test,Done,RET,Retail,software,Madhu Agarwal,612ef8b16a4c09006a9fe980,,Medium,Done,Madhu Agarwal,612ef8b16a4c09006a9fe980,Madhu Agarwal,612ef8b16a4c09006a9fe980,Madhu Agarwal,612ef8b16a4c09006a9fe980,02/Sep/21 5:33 PM,08/Sep/21 10:32 AM,08/Sep/21 10:31 AM,02/Sep/21 5:49 PM,,0,,,Madhu Agarwal,612ef8b16a4c09006a9fe980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i0005j:,,RET Sprint 1,,,,,,,,Done
"Verify ""Tracking code "" with any value data",RET-26,10025,Test,Done,RET,Retail,software,Madhu Agarwal,612ef8b16a4c09006a9fe980,,Medium,Done,Madhu Agarwal,612ef8b16a4c09006a9fe980,Madhu Agarwal,612ef8b16a4c09006a9fe980,Madhu Agarwal,612ef8b16a4c09006a9fe980,02/Sep/21 4:50 PM,02/Sep/21 5:33 PM,09/Sep/21 10:28 AM,02/Sep/21 4:51 PM,,0,,,Madhu Agarwal,612ef8b16a4c09006a9fe980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i0005b:,,RET Sprint 1,,,,,,,,Done
"Verify the ""Tracking code "" Text field in the 'Marketing Tracking page'",RET-25,10024,Test,Done,RET,Retail,software,Madhu Agarwal,612ef8b16a4c09006a9fe980,,Medium,Done,Madhu Agarwal,612ef8b16a4c09006a9fe980,Madhu Agarwal,612ef8b16a4c09006a9fe980,Madhu Agarwal,612ef8b16a4c09006a9fe980,02/Sep/21 4:25 PM,02/Sep/21 4:49 PM,07/Sep/21 12:11 PM,02/Sep/21 4:49 PM,,0,,,Madhu Agarwal,612ef8b16a4c09006a9fe980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i00053:,,RET Sprint 1,,,,,,,,Done
"Validate ""Tracking Code"" with already existing data (code) in the database list",RET-24,10023,Test,Done,RET,Retail,software,Madhu Agarwal,612ef8b16a4c09006a9fe980,,Medium,Done,Madhu Agarwal,612ef8b16a4c09006a9fe980,Madhu Agarwal,612ef8b16a4c09006a9fe980,Madhu Agarwal,612ef8b16a4c09006a9fe980,02/Sep/21 4:21 PM,02/Sep/21 4:25 PM,06/Sep/21 4:02 PM,02/Sep/21 4:25 PM,,0,,,Madhu Agarwal,612ef8b16a4c09006a9fe980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i0004v:,,RET Sprint 1,,,,,,,,Done
"""Add date"" field is accepting wrong format",RET-23,10022,Bug,To Do,RET,Retail,software,Madhu Agarwal,612ef8b16a4c09006a9fe980,,Medium,,Madhu Agarwal,612ef8b16a4c09006a9fe980,Madhu Agarwal,612ef8b16a4c09006a9fe980,Madhu Agarwal,612ef8b16a4c09006a9fe980,02/Sep/21 4:00 PM,08/Sep/21 12:58 PM,07/Sep/21 2:15 PM,,,0,"Steps to reproduce:

#  Navigate to the marketing page
# Enter date in ""Date added"" field in wrong format

Expected result:

""Date Added"" field should not accept wrong format date and should give an error message as “Please enter date in correct format”

Actual result:

""Date Added"" field accepts wrong format date and does not give any error message



!image-20210907-084619.png|width=100%!",,Madhu Agarwal,612ef8b16a4c09006a9fe980,,,,,,,,,RET-70,,RET-22,,,,,,,,,,,,,,,,,,,,,,,,,,,07/Sep/21 2:22 PM;ug:32f39ca6-1311-426d-9f47-e408dc649987;image-20210907-084619.png;https://retailcorporate.atlassian.net/secure/attachment/10012/image-20210907-084619.png,,,,,,,{},,,,,,,0|i0004n:,,RET Sprint 1,,,,,,,,To Do
"Verify by entering date in ""Date added"" field in wrong format",RET-22,10021,Test,Blocked,RET,Retail,software,Madhu Agarwal,612ef8b16a4c09006a9fe980,,Medium,,Madhu Agarwal,612ef8b16a4c09006a9fe980,Madhu Agarwal,612ef8b16a4c09006a9fe980,Madhu Agarwal,612ef8b16a4c09006a9fe980,02/Sep/21 3:12 PM,08/Sep/21 12:58 PM,08/Sep/21 12:57 PM,,,0,,,Madhu Agarwal,612ef8b16a4c09006a9fe980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i0004f:,,RET Sprint 1,,,,,,,,In Progress
"Verify by selecting  date from ""Date added"" and try apply filter",RET-20,10019,Test,Done,RET,Retail,software,Madhu Agarwal,612ef8b16a4c09006a9fe980,,Medium,Done,Madhu Agarwal,612ef8b16a4c09006a9fe980,Madhu Agarwal,612ef8b16a4c09006a9fe980,Madhu Agarwal,612ef8b16a4c09006a9fe980,02/Sep/21 2:53 PM,07/Sep/21 10:48 AM,09/Sep/21 10:28 AM,02/Sep/21 3:07 PM,,0,,,Madhu Agarwal,612ef8b16a4c09006a9fe980,,,,,,,,,,RET-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i00047:,,RET Sprint 1,,,,,,,,Done
"Verify ""Date Added"" field in the marketing tracking page",RET-19,10018,Test,Done,RET,Retail,software,Madhu Agarwal,612ef8b16a4c09006a9fe980,,Medium,Done,Madhu Agarwal,612ef8b16a4c09006a9fe980,Madhu Agarwal,612ef8b16a4c09006a9fe980,Madhu Agarwal,612ef8b16a4c09006a9fe980,02/Sep/21 2:36 PM,02/Sep/21 4:03 PM,09/Sep/21 10:28 AM,02/Sep/21 2:45 PM,,0,,,Madhu Agarwal,612ef8b16a4c09006a9fe980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i0003z:,,RET Sprint 1,,,,,,,,Done
"Verify ""Campaign Name"" with any value data ",RET-18,10017,Test,Done,RET,Retail,software,Madhu Agarwal,612ef8b16a4c09006a9fe980,,Medium,Done,Madhu Agarwal,612ef8b16a4c09006a9fe980,Madhu Agarwal,612ef8b16a4c09006a9fe980,Madhu Agarwal,612ef8b16a4c09006a9fe980,02/Sep/21 2:16 PM,02/Sep/21 4:50 PM,09/Sep/21 10:04 AM,02/Sep/21 2:29 PM,,0,,,Madhu Agarwal,612ef8b16a4c09006a9fe980,,,,,,,,,,RET-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i0003r:,,RET Sprint 1,,,,,,,,Done
"Verify the ""Campaign name"" Text field in the 'Marketing Tracking page'",RET-17,10016,Test,Done,RET,Retail,software,Madhu Agarwal,612ef8b16a4c09006a9fe980,,Medium,Done,Madhu Agarwal,612ef8b16a4c09006a9fe980,Madhu Agarwal,612ef8b16a4c09006a9fe980,Madhu Agarwal,612ef8b16a4c09006a9fe980,02/Sep/21 2:09 PM,02/Sep/21 4:26 PM,09/Sep/21 10:28 AM,02/Sep/21 2:16 PM,,0,,,Madhu Agarwal,612ef8b16a4c09006a9fe980,,,,,,,,,,RET-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i0003j:,,RET Sprint 1,,,,,,,,Done
"Validate ""Campaign Name"" with already existing data in the database list",RET-16,10015,Test,Done,RET,Retail,software,Madhu Agarwal,612ef8b16a4c09006a9fe980,,Medium,Done,Madhu Agarwal,612ef8b16a4c09006a9fe980,Madhu Agarwal,612ef8b16a4c09006a9fe980,Madhu Agarwal,612ef8b16a4c09006a9fe980,02/Sep/21 12:34 PM,02/Sep/21 4:53 PM,09/Sep/21 10:04 AM,02/Sep/21 4:02 PM,,0,,,Madhu Agarwal,612ef8b16a4c09006a9fe980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i0000j:,,RET Sprint 1,,,,,,,,Done
"As an admin I want to see a ""Edit"" icon in the Action column in the list so that I can edit list",RET-8,10007,Story,Done,RET,Retail,software,Madhu Agarwal,612ef8b16a4c09006a9fe980,,Medium,Done,Madhu Agarwal,612ef8b16a4c09006a9fe980,Madhu Agarwal,612ef8b16a4c09006a9fe980,Madhu Agarwal,612ef8b16a4c09006a9fe980,02/Sep/21 11:00 AM,08/Sep/21 11:14 AM,08/Sep/21 11:12 AM,08/Sep/21 11:14 AM,,0,,,Madhu Agarwal,612ef8b16a4c09006a9fe980,,,,,,,,,,,RET-38,RET-39,RET-40,RET-73,RET-74,RET-75,RET-76,RET-77,RET-78,RET-79,RET-80,RET-82,RET-81,,,,,,,,,,,,,,,,,,,,,,{},,RET-1,,,,,0|i0001j:,,RET Sprint 1,,,,,,,,Done
"As an admin I should have a ""Filter"" option so that I can filter the marketing list",RET-7,10006,Story,Done,RET,Retail,software,Madhu Agarwal,612ef8b16a4c09006a9fe980,,Medium,Done,Madhu Agarwal,612ef8b16a4c09006a9fe980,Madhu Agarwal,612ef8b16a4c09006a9fe980,Madhu Agarwal,612ef8b16a4c09006a9fe980,02/Sep/21 10:58 AM,03/Sep/21 12:07 PM,09/Sep/21 10:28 AM,03/Sep/21 12:07 PM,,0,,,Madhu Agarwal,612ef8b16a4c09006a9fe980,,,,,,,,,,,RET-34,RET-35,RET-36,RET-37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,RET-1,,,,,0|i0001b:,,RET Sprint 1,,,,,,,,Done
As an admin I want to see the 'Delete' button to delete the campaign in the the page so that I can delete particular data,RET-6,10005,Story,Done,RET,Retail,software,Madhu Agarwal,612ef8b16a4c09006a9fe980,,Medium,Done,Madhu Agarwal,612ef8b16a4c09006a9fe980,Madhu Agarwal,612ef8b16a4c09006a9fe980,Madhu Agarwal,612ef8b16a4c09006a9fe980,02/Sep/21 10:51 AM,08/Sep/21 10:06 AM,08/Sep/21 10:06 AM,03/Sep/21 10:18 AM,,0,,,Madhu Agarwal,612ef8b16a4c09006a9fe980,,,,,,,,,,,RET-29,RET-30,RET-31,RET-32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,RET-1,,,,,0|i00013:,,RET Sprint 1,,,,,,,,Done
As an admin I want to see the 'Add New' button in the top right corner of the page so that I can add new data,RET-5,10004,Story,Blocked,RET,Retail,software,Madhu Agarwal,612ef8b16a4c09006a9fe980,,Medium,,Madhu Agarwal,612ef8b16a4c09006a9fe980,Madhu Agarwal,612ef8b16a4c09006a9fe980,Madhu Agarwal,612ef8b16a4c09006a9fe980,02/Sep/21 10:48 AM,08/Sep/21 12:58 PM,09/Sep/21 9:10 AM,,,0,,,Madhu Agarwal,612ef8b16a4c09006a9fe980,,,,,,,,,,,RET-27,RET-28,RET-33,RET-41,RET-42,RET-43,RET-44,RET-46,RET-47,RET-48,RET-49,RET-50,RET-51,RET-52,RET-53,RET-54,RET-56,RET-57,RET-59,RET-60,RET-61,RET-62,RET-63,RET-64,RET-65,RET-66,RET-67,,,,,,,,{},,RET-1,,,,,0|i0000v:,,RET Sprint 1,,,,,,,,In Progress
"As an Admin I want to filter by Campaign ""Tracking code"" in the marketing tracking page so that the filtered list appears",RET-4,10003,Story,Done,RET,Retail,software,Madhu Agarwal,612ef8b16a4c09006a9fe980,,Medium,Done,Madhu Agarwal,612ef8b16a4c09006a9fe980,Madhu Agarwal,612ef8b16a4c09006a9fe980,Madhu Agarwal,612ef8b16a4c09006a9fe980,02/Sep/21 10:47 AM,08/Sep/21 10:05 AM,08/Sep/21 10:04 AM,02/Sep/21 4:52 PM,,0,,,Madhu Agarwal,612ef8b16a4c09006a9fe980,,,,,,,,,,,RET-24,RET-25,RET-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,RET-1,,,,,0|i0005f:,,RET Sprint 1,,,,,,,,Done
